,dataset_name,taget_domain,architecture,augmentations,test_loss,test_accuracy,i,tp,tn,fp,fn,auc-score,pretrained
129,camelyon_unbalanced,3,ResNet18,No Augmentations,2.4909747431549847,0.6308,3,28,1549,901,22,0.6424734693877551,False
130,camelyon_unbalanced,0,ResNet18,Augmix,0.2065897802999125,0.9112,3,48,2230,220,2,0.9839020408163266,False
131,camelyon_unbalanced,1,ResNet18,Augmix,1.1657507174023534,0.9112,3,14,2264,186,36,0.6425142857142858,False
132,camelyon_unbalanced,2,ResNet18,Augmix,1.652642675757974,0.904,3,1,2259,191,49,0.4494693877551021,False
133,camelyon_unbalanced,3,ResNet18,Augmix,0.920860415961169,0.7832,3,11,1947,503,39,0.7183102040816327,False
134,camelyon_unbalanced,0,ResNet18,Fourier,0.9930414626304107,0.8564,3,26,2115,335,24,0.7002122448979593,False
135,camelyon_unbalanced,1,ResNet18,Fourier,0.8554031894176821,0.5696,3,27,1397,1053,23,0.5901142857142857,False
136,camelyon_unbalanced,2,ResNet18,Fourier,0.8627426579971856,0.91,3,4,2271,179,46,0.48415510204081635,False
137,camelyon_unbalanced,3,ResNet18,Fourier,0.7007330573057826,0.7396,3,21,1828,622,29,0.6632,False
138,camelyon_unbalanced,0,ResNet18,Jigsaw,0.29077514883203,0.9888,3,33,2439,11,17,0.9847836734693878,False
139,camelyon_unbalanced,1,ResNet18,Jigsaw,0.9814480656309973,0.9388,3,6,2341,109,44,0.7331428571428571,False
140,camelyon_unbalanced,2,ResNet18,Jigsaw,1.9616611449495902,0.9648,3,0,2412,38,50,0.25871836734693876,False
141,camelyon_unbalanced,3,ResNet18,Jigsaw,1.279196234066275,0.6928,3,33,1699,751,17,0.727730612244898,False
142,camelyon_unbalanced,0,ResNet18,Augmix and Fourier,0.7504280311397359,0.7756,3,18,1921,529,32,0.6324816326530612,False
143,camelyon_unbalanced,1,ResNet18,Augmix and Fourier,0.6626444360877894,0.8196,3,9,2040,410,41,0.5243673469387755,False
144,camelyon_unbalanced,2,ResNet18,Augmix and Fourier,0.7003861450696294,0.9136,3,2,2282,168,48,0.3815510204081633,False
145,camelyon_unbalanced,3,ResNet18,Augmix and Fourier,0.8498609294242496,0.768,3,20,1900,550,30,0.6314938775510204,False
146,camelyon_unbalanced,0,ResNet50,No Augmentations,0.05983201698937948,0.986,3,48,2417,33,2,0.994930612244898,False
147,camelyon_unbalanced,1,ResNet50,No Augmentations,0.8588145452469022,0.9696,3,12,2412,38,38,0.8444,False
148,camelyon_unbalanced,2,ResNet50,No Augmentations,2.3380046098764184,0.9648,3,0,2412,38,50,0.175665306122449,False
149,camelyon_unbalanced,3,ResNet50,No Augmentations,1.1592747501062253,0.7196,3,27,1772,678,23,0.737265306122449,False
150,camelyon_unbalanced,0,ResNet50,Augmix,0.30964213635041554,0.8992,3,49,2199,251,1,0.9704367346938775,False
151,camelyon_unbalanced,1,ResNet50,Augmix,0.6130775493581461,0.9588,3,18,2379,71,32,0.8132897959183673,False
152,camelyon_unbalanced,3,ResNet50,Augmix,1.15394088310555,0.7768,3,13,1929,521,37,0.6738938775510205,False
153,camelyon_unbalanced,1,ResNet50,Fourier,0.8490156775599793,0.9556,3,2,2387,63,48,0.5501795918367347,False
154,camelyon_unbalanced,0,ResNet50,Jigsaw,0.12483451003208756,0.9832,3,43,2415,35,7,0.9922448979591837,False
155,camelyon_unbalanced,3,ResNet50,Jigsaw,1.4428695349753657,0.6652,3,35,1628,822,15,0.7229632653061225,False
156,camelyon_unbalanced,0,ResNet50,Augmix and Fourier,0.5623305596505539,0.8756,3,18,2171,279,32,0.7102857142857142,False
157,camelyon_unbalanced,1,ResNet50,Augmix and Fourier,0.7072962032088751,0.5496,3,25,1349,1101,25,0.5334612244897958,False
158,camelyon_unbalanced,2,ResNet50,Augmix and Fourier,0.6171996917905687,0.9104,3,10,2266,184,40,0.6653714285714286,False
159,camelyon_unbalanced,3,ResNet50,Augmix and Fourier,0.6250004775916473,0.7864,3,22,1944,506,28,0.6872897959183673,False
